transaction_item_id,transaction_id,product_id,promotion_id,sales_quantity,regular_unit_price,discount_unit_price
859,285,65,,2,34.45,0
860,285,85,,3,26.4,0
861,285,68,18,5,68.44,5.11
862,286,161,,4,23.49,0
863,286,2,,2,24.98,0
864,286,46,30,4,22.62,2.93
865,287,164,4,2,62.69,15.47
866,287,55,,4,17.07,0
867,287,27,22,2,17.61,4.9
868,288,41,22,2,15.06,0.78
869,288,84,,4,60.1,0
870,288,200,30,3,8.54,0.59
871,289,38,,3,1.28,0
872,289,116,,1,20.32,0
873,289,196,,6,28.75,0
874,290,117,,2,12.59,0
875,290,170,11,4,40.65,3.6
876,291,84,,5,48.36,0
877,291,129,6,3,15.16,1.25
878,291,186,,1,34.25,0
879,291,200,,4,8.22,0
880,292,72,2,6,42.51,7.47
881,292,88,,1,15.35,0
882,293,35,,6,34.48,0
883,293,106,,5,37.34,0
884,293,52,18,6,36.23,4.76
885,293,67,,2,42.84,0
886,294,180,,4,42.08,0
887,295,48,7,6,35.82,2.45
888,295,181,21,4,22.47,6.29
889,296,102,,1,50.61,0
890,296,132,,5,27.92,0
891,296,84,,6,55.19,0
892,296,18,,1,29.73,0
893,297,41,,5,74.45,0
894,297,167,,4,42.16,0
895,297,71,,2,28.72,0
896,297,167,,4,28.71,0
897,297,136,,1,7.88,0
898,298,148,1,2,20.81,3.89
899,298,83,22,3,11.96,0.93
900,298,137,,5,52.87,0
901,298,9999,,2,1.78,0
902,299,53,,1,12.79,0
903,299,200,28,3,5.71,0.6
904,300,169,,3,10.9,0
905,300,60,5,4,32.23,2.1
906,301,97,,2,26.81,0
907,302,13,13,5,24.73,2.96
908,302,32,,6,9.19,0
909,302,133,16,6,27.82,6.31
910,302,155,,2,26.73,0
911,303,130,15,1,38.97,2.98
912,304,98,,3,9.6,0
913,305,80,,3,49.42,0
914,305,59,,4,19.17,0
915,305,121,,3,13.81,0
916,306,37,17,2,5.21,0.28
917,307,178,,2,36.98,0
918,307,190,,2,11.99,0
919,308,45,26,6,44.67,6.95
920,308,47,,1,43.09,0
921,308,128,27,3,29.17,3.53
922,308,160,29,4,27.22,6.4
923,309,189,13,5,48.62,13.33
924,310,44,,1,21.07,0
925,310,108,,4,5.77,0
926,310,138,,1,21.85,0
927,310,80,11,6,40.14,10.83
928,310,139,,4,5.88,0
929,311,192,17,2,20.35,3.49
930,311,37,13,3,3.53,0.09
931,311,158,22,3,34.37,2.33
932,311,85,,5,29.77,0
933,312,69,,6,22.36,0
934,312,38,29,4,1.54,0.43
935,312,162,5,6,13.25,0.79
936,312,9,1,5,49.96,3.56
937,312,124,,5,21.53,0
938,313,116,15,1,30.32,4.12
939,313,191,,3,2.91,0
940,313,48,,5,34.13,0
941,313,117,17,3,11.88,2.38
942,314,94,,1,17.83,0
943,315,118,,2,10.68,0
944,315,89,,1,5.32,0
945,316,47,,2,44.05,0
946,316,37,24,6,5.19,0.35
947,316,91,,5,1.45,0
948,316,135,,6,32.73,0
949,316,136,,6,5.28,0
950,317,58,20,4,56.62,12.76
951,317,52,,3,29.99,0
952,317,100,,4,26.76,0
953,317,83,9,6,9.66,2.72
954,317,143,,5,47.98,0
955,318,16,,2,38.01,0
956,319,101,7,2,12.99,2.52
957,319,90,29,4,6.09,1.76
958,320,186,15,2,39.95,11.32
959,321,195,,5,31.51,0
960,321,27,15,3,18.48,3.32
961,321,32,29,6,12.69,2.32
962,322,70,,3,60.16,0
963,322,29,23,6,9.32,1.19
964,322,125,24,5,23.52,1.59
965,323,93,,6,25.07,0
966,323,111,24,6,36.05,9.36
967,323,71,22,3,36.86,7.08
968,323,92,,2,40.48,0
969,323,150,,1,6.25,0
970,324,144,,6,18.86,0
971,324,98,,6,5.73,0
972,324,26,,3,6.29,0
973,324,149,,4,5.71,0
974,325,89,,5,6.62,0
975,326,103,,6,64.97,0
976,327,56,,1,54.56,0
977,328,106,,3,36.9,0
978,328,92,,2,66.0,0
979,328,71,,6,28.35,0
980,329,197,,5,35.41,0
981,329,166,27,2,22.88,2.75
982,329,128,,6,43.95,0
983,330,82,,6,60.37,0
984,330,104,13,2,19.25,2.87
985,331,182,,3,21.14,0
986,331,194,7,5,25.15,1.27
987,331,80,,5,51.28,0
988,332,46,3,6,29.17,6.09
989,332,154,,2,28.41,0
990,332,184,13,1,27.13,2.88
991,332,189,19,1,47.19,12.56
992,332,83,18,2,16.5,2.19
993,333,7,,2,8.63,0
994,333,58,10,2,44.78,10.9
995,333,6,,5,61.95,0
996,334,146,,4,31.91,0
997,334,161,9,6,25.58,6.92
998,334,94,29,2,22.28,1.76
999,334,82,,3,51.26,0
1000,334,180,30,5,31.19,5.04
